Year,GROSS_MARGIN,OPER_MARGIN,PRETAX_MARGIN,PROF_MARGIN,NET_INC_GROWTH,EFF_TAX_RATE,RETURN_COM_EQY,RETURN_ON_ASSET,RETURN_ON_CAP,TOT_DEBT_TO_TOT_CAP,GROWTH_IN_CAP,BS_TOT_CAP,PFD_STOCK_TO_TOT_CAP,COM_EQY_TO_TOT_CAP,NET_DEBT,CASH_RATIO,QUICK_RATIO,CUR_RATIO,TOT_DEBT_TO_TOT_CAP,CASH_ST_INVESTMENTS_TO_CUR_ASSET,ACCT_RCV_DAYS,INVENT_DAYS,INV_TO_CASH_DAYS,OPER_INC_TO_CUR_LIAB,OPER_INC_TO_LT_DEBT,OPER_INC_TO_TOT_DEBT,WORKING_CAPITAL,BS_TOTAL_LINE_OF_CREDIT,BS_TOTAL_AVAIL_LINE_OF_CREDIT
2011,65.1417,18.4584,12.8994,8.4148,-10.7353,34.5513,9.0501,2.4574,5.9742,57.0275,3.2895,31839,0.1884,42.784,17447,0.1089,0.404,0.7696,57.0275,14.1547,37.6081,112.8241,150.4323,0.4086,0.1718,0.1467,-1502,3432,2181
2012,62.8738,18.4043,15.8375,12.8738,60.2965,34.1688,13.7241,3.7905,7.927,55.3319,3.1157,32831,#N/A N/A,44.6651,17651,0.0779,0.3553,0.6326,55.3319,12.3147,45.3594,89.1037,134.4631,0.4208,0.1844,0.1531,-2429,3250,2266
2013,64.6705,17.7718,12.4858,8.4242,-35.3032,32.3687,8.4211,2.3623,5.7785,55.1523,3.4845,33975,0,44.8477,18135,0.0884,0.3626,0.6726,55.1523,13.1401,45.3673,97.4267,142.7941,0.3893,0.1704,0.1417,-2234,3250,2798
2014,63.8015,18.5909,14.1173,9.6373,17.5536,31.5498,9.4502,2.6719,6.0818,54.3271,3.6645,35220,0,45.6701,18663,0.0771,0.3814,0.7052,54.3271,10.9281,44.3386,96.5848,140.9234,0.4671,0.1697,0.1492,-1802,3500,3391
2015,61.1829,19.0944,15.2217,9.9752,10.3919,36.2039,9.9303,2.8179,6.0964,54.1353,4.1536,36682.9,0,45.853,19310.3,0.0688,0.2992,0.5621,54.1353,12.2396,41.1741,78.6412,119.8153,0.3926,0.1953,0.1575,-3488.5,3500,2835
