Year,PRETAX_MARGIN,EFF_TAX_RATE,RETURN_ON_ASSET,RETURN_COM_EQY,RETURN_ON_CAP,OPER_INC_TO_TOT_CAP,INT_INVEST_INC_TO_INVEST_ASSET,TOT_DEBT_TO_TOT_ASSET,TOT_DEBT_TO_COM_EQY,LT_DEBT_TO_COM_EQY,COM_EQY_TO_TOT_CAP,TOT_DEBT_TO_TOT_CAP,LT_DEBT_TO_TOT_CAP,LOSS_RATIO_NL,EXP_RATIO_NL,COMB_RATIO_NL,TOT_INS_RES_TO_TOT_CAP,TOT_INS_RES_TO_TOT_ASSET,EQY_AND_RE_INVEST_TO_TOT_INVEST,OPER_INC_TO_NET_PREM_EARN,INS_RES_GROWTH,NET_PREM_EARN_TO_SHRHLDR_EQY,TANGIBLE_COMMON_EQUITY,REALIZED_EQUITY
2011,10.4686,31.7467,5.186,18.1106,14.5538,21.3232,3.9971,9.2585,32.3728,32.3728,75.5442,24.4558,24.4558,70.8,21.6,92.4,142.6834,54.0172,16.6368,11.8667,5.5321,236.6513,6048.9,#N/A N/A
2012,9.4346,31.7081,4.7238,17.1311,13.6089,19.9275,3.6149,11.1793,42.0566,36.0291,70.3945,29.6055,25.3625,71.4,21.6,93,143.3566,54.1328,16.6128,10.8684,3.5047,256.6484,5806.7,5116
2013,7.7201,31.5246,4.0517,15.2755,12.0973,17.6666,4.528,9.0907,34.3449,31.8478,74.4353,25.5647,23.706,74.6,21,95.6,158.2273,56.2647,16.4572,8.9993,7.9821,266.6556,6007,5138.2
2014,9.4755,32.2442,4.9483,19.1104,15.4522,22.8057,4.1795,7.6241,30.0654,30.0654,76.8844,23.1156,23.1156,73,20.5,93.5,169.609,55.941,17.9549,10.7476,6.9316,276.3293,6189.5,5238.4
2015,9.8459,32.8405,5.104,19.5303,15.8602,23.6157,3.3108,8.3943,31.243,31.243,76.1946,23.8054,23.8054,72.3,20,92.3,157.2311,55.4433,17.4561,11.0025,4.7114,265.5443,6928.6,5905.2
