Year,GROSS_MARGIN,OPER_MARGIN,PRETAX_MARGIN,PROF_MARGIN,NET_INC_GROWTH,EFF_TAX_RATE,RETURN_COM_EQY,RETURN_ON_ASSET,RETURN_ON_CAP,TOT_DEBT_TO_TOT_CAP,GROWTH_IN_CAP,BS_TOT_CAP,PFD_STOCK_TO_TOT_CAP,COM_EQY_TO_TOT_CAP,NET_DEBT,CASH_RATIO,QUICK_RATIO,CUR_RATIO,TOT_DEBT_TO_TOT_CAP,CASH_ST_INVESTMENTS_TO_CUR_ASSET,ACCT_RCV_DAYS,INVENT_DAYS,INV_TO_CASH_DAYS,OPER_INC_TO_CUR_LIAB,OPER_INC_TO_LT_DEBT,OPER_INC_TO_TOT_DEBT,WORKING_CAPITAL,BS_TOTAL_LINE_OF_CREDIT,BS_TOTAL_AVAIL_LINE_OF_CREDIT
2011,62.5099,16.6751,11.9934,8.0413,-9.8055,32.9518,10.1689,2.502,6.51,53.7326,6.744,24929,1.0109,45.2565,12541,0.0405,0.4944,0.7713,53.7326,5.2508,80.2599,23.5994,103.8594,0.3212,0.2037,0.1723,-1643,2877,1945
2012,64.3421,12.9848,8.6788,5.7368,-22.9111,33.8983,7.2189,1.7917,5.2656,52.9212,5.2549,26239,#N/A N/A,46.1184,12993,0.0662,0.4814,0.8362,52.9212,7.9167,67.5406,26.5896,94.1302,0.2506,0.1651,0.1399,-1269,3300,1568
2013,66.6024,11.2566,7.0944,5.5186,-3.2634,22.2118,6.4826,1.6243,5.1982,50.1552,1.8903,26735,0.9426,48.9022,12678,0.0641,0.5379,0.8186,50.1552,7.8305,66.5687,31.4776,98.0463,0.2706,0.1353,0.1263,-1135,3300,2544
2014,61.6361,11.2963,7.0265,5.3084,-0.241,24.4526,5.9381,1.5326,4.8768,50.3166,9.871,29374,0.8579,48.8255,14183,0.0395,0.4775,0.7977,50.3166,4.9523,65.6967,27.3872,93.0839,0.2352,0.1386,0.1192,-1516,3300,2047
2015,61.5623,14.3359,10.5032,8.4845,75.1208,19.2201,9.5447,2.5058,6.6919,49.4997,7.8607,31683,0.7954,49.7049,15234,0.0255,0.7519,1.0792,49.4997,2.3634,74.5698,25.8373,100.407,0.4139,0.1628,0.1562,469,3300,2883
